頻道名稱,頻道ID,傳送門,頻道加入時間,影片數,觀看次數,訂閱數,所屬
Rieri 狸野梨,UC_FIgu8Ltm598fTUocNwc4g,https://www.youtube.com/@rieritw,2014-08-31,259,124708,2450,
RenewLive,UCcXo1Ch7aP-D6miwSWwWLVw,https://www.youtube.com/@renewlive6673,2021-10-23,3,23004,2450,RenewLive
YumenoKaoru Ch.夢野薰草【SODAART】,UCrf75L685sgtE_jOA6rJXFA,https://www.youtube.com/@yumeno_kaoru,2013-06-20,412,83377,2490,SODAART
壹壹精華貓窩,UCcB8PaA3MpAIU-02vOWWDhg,https://www.youtube.com/@user-ir5hi9tx5u,2021-02-14,82,31546,2490,
白色砂糖シロイサトウ,UCRy4Om8mlek-PSuaGcaddoQ,https://www.youtube.com/@shiroisatou_,2021-01-10,152,44121,2490,
Kasshia Ch. 蕨明子【AuroraLiveVR】,UCBv0Bajrd2i026pBY6A5PBw,https://www.youtube.com/@kasshiach,2022-06-19,65,41152,2520,孤島植物園
哭哭班西 Banshee ch.,UCJW3PQBddq7B8L51DFrO1OQ,https://www.youtube.com/@bansheeeeecry,2022-07-14,198,161209,2500,
Leandor Vanko ch. 萊昂德羅,UCRuaVfCUrdw6prZ9eJeghig,https://www.youtube.com/@leandorvanko2089,2022-06-14,56,78448,2540,
Petara Ch. 魔目佩塔拉,UCqDj_xDcID1Z6hTcr7FxpTg,https://www.youtube.com/@petarach.2836,2021-05-10,8,2684,2520,
露諾Runo Ch.  夢見ルノ Vtuber,UClrEEYKUbDMt31Yrxrq0P9Q,https://www.youtube.com/@runoch0909,2022-05-24,62,25943,2550,
DreamCity 夢想之都工作室,UCEdc-bRjpqlpY_NTfy_vR1w,https://www.youtube.com/@dreamcity_stu,2016-11-27,29,166586,2540,夢想之都工作室
日下 氷 KUSAKA ICE Ch.,UCCrgHEPJh34Su-A6KnI-MqQ,https://www.youtube.com/@kusaka,2020-12-01,42,20245,2550,
神崎涼子【香港Vtuber】,UCbZTKDpT_FeGnyanuwzUpYw,https://www.youtube.com/@ryokoryoko724,2020-07-16,424,153856,2590,
羽仔ゆざい Ch.,UC3EbIzDPqAFX_Qh6dV_komA,https://www.youtube.com/@okamiyuzai,2017-04-05,385,113542,2610,
Tia Miu Ch.ミウ🤍,UC2uiZzfcPQy_wWRzPxYVB_Q,https://www.youtube.com/@tiamiuuu,2021-07-09,278,82744,2620,
Mayumin Ch.繭眠,UC7giliMJeLyow68hd_i0DpA,https://www.youtube.com/@mayuminch.,2021-01-17,615,160523,2620,
BASA🦊83 Ch.,UCLFtuqzt6OOsCR1oh43CpJA,https://www.youtube.com/@basa8383,2013-07-23,142,110640,2630,
幻花茶屋,UCNO4BX9z_w8o1l-VFsKdS5g,https://www.youtube.com/@hkvtopia,2021-06-14,41,93739,2650,幻花茶屋
HaruMaki Ch.,UC3301GJ2Wnc2FwN3hKfQqWw,https://www.youtube.com/@harumakich.5556,2020-12-04,77,74263,2650,
雷克斯T-Rex ch. 突發為主,UC2EgSribbXMwGRxLhplQE4w,https://www.youtube.com/@t-rexch.596,2021-06-27,130,83350,2660,
凌潮,UC-olUVM2eeEM5mbenNvXDVg,https://www.youtube.com/@raxio1111,2013-12-01,142,112067,2670,
宅宅軍團長 VTuber Ch.,UCEky8OgUsk5zYwFlkMpC6ig,https://www.youtube.com/@commanderotaku,2019-06-23,542,139662,2660,
綾音Ring - ACGlive,UCs-gepebQQqBMiNksqP9cYQ,https://www.youtube.com/@ring77-acglive,2022-12-10,31,58680,2690,ACGlive
若娜 Zona,UChgMSy_ehZ9OCaUZQWsu0xQ,https://www.youtube.com/@zonahart,2021-07-11,54,109273,2690,
仔魚,UCgbHkaJRVorQltgRwM-fn0g,https://www.youtube.com/@ziifish,2020-07-22,30,80309,2700,
Leemao ch. 璃貓,UCaoRV4ee_t4ZFX84LVv9hiw,https://www.youtube.com/@ouo.2486,2013-06-16,117,87388,2720,
Nana Ch. 神火娜娜,UCUFifamRdDTxihQ1tmJcR-g,https://www.youtube.com/@nanach.5045,2021-06-03,181,73205,2720,RaZerStar
魷魷已損壞,UCwCXyIETEdMkv9DZBQmwhMw,https://www.youtube.com/@yuyu4vtuber,2018-04-13,365,88575,2710,
茂矢門 // Moyamon,UCG1CCGxoUUJzPeCdsDk3B2w,https://www.youtube.com/@moyamon1726,2015-11-05,460,140910,2710,
Koana 考娜,UCAtYhckbtAft3JploaYQU8g,https://www.youtube.com/@koana,2021-08-01,103,92590,2740,
神無月米哈魯,UCNzyo1nLyO3Dmwwgbu-ucSw,https://www.youtube.com/@kannazukimiharu,2019-10-14,378,87859,2730,
神氣小儒,UCaYjUbB2UEVMd8fwE5vyUsw,https://www.youtube.com/@oipceo,2011-11-13,664,768318,2740,
ReLive_冰煉BANG,UC6aT1wJaDkT5J4a_fD-n53w,https://www.youtube.com/@relivebang,2021-07-24,173,69450,2760,ReLive Project
Alpha Ch. 神崎アルファ,UCnmhqVmcgDdgc_4GfNI0OlQ,https://www.youtube.com/@alphach.5861,2021-03-31,811,101598,2790,
森羅アルケ . 港台Vtuber,UCyD_iuDSFTIaJWcICIj1M5w,https://www.youtube.com/@shinraarche,2022-04-26,64,58123,2780,
姬德月兔_Official,UCQ7LEl1uXMrpG21y8A1H3aA,https://www.youtube.com/@kidusagi_official,2021-02-18,221,76499,2790,
《菜姬》yasaihimeVP,UCGXEKCaYAW0u0Cs2u6Wcchg,https://www.youtube.com/@yasaihimevp6243,2020-12-06,473,122613,2780,
Meru Ch. 黒羊める,UCUhYqNYFmyP6MWGIZX9gndA,https://www.youtube.com/@kuroyo0411,2022-07-06,125,75796,2800,
米可靈靈,UCHt7Zjz1IWRViaJORnlRZUQ,https://www.youtube.com/@user-di4xd4dm2x,2022-04-18,29,29142,2800,
金魅 Kintsuai Ch.,UCKM3p71NKKgp32pAA1mJZ-A,https://www.youtube.com/@kintsuai,2021-11-03,68,63688,2820,
夢姬 - ありす Arisu Ch.【HKVTuber】,UCUqGWqjMiErcGYU_XpEzyKQ,https://www.youtube.com/@arisu_hkvtuber,2021-05-09,104,104506,2810,
Relive_鄲森 Single,UCNiNvbqJX1xwLz7kkWGT7_g,https://www.youtube.com/@relive_single4995,2022-05-15,141,84787,2810,ReLive Project
希爾艾姆 hirum ch.(轉移至圖奇),UC7uqtUmvZTvLY5WbH_oBw_A,https://www.youtube.com/@hirum0405,2020-10-14,479,101177,2820,
希比 Hebe Ch. ,UC9A1e88s9Y17I0B7hfRkeYg,https://www.youtube.com/@hebemegami,2021-04-27,115,56838,2910,
津路あさひ 【香港Vtuber】,UCpRvDROmu_ohG7BMBohSwSg,https://www.youtube.com/@tsuziasahi810,2020-09-14,272,165701,2850,
梁伴！,UCL9SoY8l_j3v3psmuqTnI7w,https://www.youtube.com/@ryouhann,2022-01-16,41,43133,2860,
紅茶拿鐵 Latte Ch.,UCUQ5NMAU3sUXVjipTmNiDTg,https://www.youtube.com/@latteda,2019-02-18,64,103180,2870,
HanaSaki ch. 花咲,UC6jlmcB7ro9YVOYjSz3BIdQ,https://www.youtube.com/@hanasaki_kbc,2022-08-03,128,47803,2870,王國放送局
ReLive_咪姆 MeeMu 💧,UCh2qIv35rb4o7DKsdaXjUCw,https://www.youtube.com/@relive_meemu4350,2021-05-23,177,79482,2870,ReLive Project
Aasta Ch. 阿絲塔(原:緹娜Tina)🌸【花町月一期生】,UCDLxyfkEyujKz60oJ891Cpg,https://www.youtube.com/@hanachou_aasta,2022-03-02,265,84231,2870,花町月
可粒可 Cliick,UCFVh1V9Sja0C-c4sGl_swhA,https://www.youtube.com/@cliick888,2020-08-04,172,104664,2890,狂點軟體開發
蒔蘿Dill Ch.,UCgrPJzOWLNm6DNMaQPUsh4g,https://www.youtube.com/@dill,2013-11-08,88,35095,2950,
Alison Liddell Ch. 艾莉森,UCcsAKktaeHtsFFRc7urmMPA,https://www.youtube.com/@alisonliddellch.8581,2021-11-27,68,82407,2950,SINner
喵奈ネコドン Ch.,UCR8slZ1YoWKWUOR7SYAfmXg,https://www.youtube.com/@meownai_nekodon,2017-02-03,108,60873,2970,
早苗SANAE ch.,UCQDZljB_Qh6LwX9DvbeE6XQ,https://www.youtube.com/@sanaech.621,2021-09-20,169,67378,3000,
Shimotori Rico Ch. 霜鸟リコ,UCBfdJtA7hsWN2-jbOpB43gA,https://www.youtube.com/@shimotoririco,2021-01-20,445,103415,3040,PRRU
Haruya ch. 緋尹夜はるや,UCAVh0Elx_7eImXZ2pBMhz6A,https://www.youtube.com/@haruyach.4982,2013-07-07,687,190329,3050,椛花夜露
蕾雅Rhea Corey Ch.,UCjTHk7eBL8uacb2NJoygRLQ,https://www.youtube.com/@rheacoreych,2021-01-14,452,143341,3080,鹿と魔女
FuscA ch. 法斯卡,UCTp_Ch1TqOjU_cPEDaSiLCQ,https://www.youtube.com/@fusca_ch,2021-12-22,162,78901,3090,ParalReturners
哈提Hati,UCzJxXoiARTwhEw6kgpOLxJA,https://www.youtube.com/@hati,2020-12-20,69,85014,3100,
Airi ch. 熊実愛莉,UCaCiUQD6kh6e5AbiRqkmzaA,https://www.youtube.com/@kumamiairi,2021-12-22,156,83547,3110,ParalReturners
轉蛋姬 - 紅白星ほめて HMT Ch.,UCREEHnDKQE-s87T_ozaw2KQ,https://www.youtube.com/@homete.vtuber,2020-08-23,164,75723,3100,
麻糬山丘 MochiHill Ch.,UC2HejkTaAD5O0VrRXjdpXxw,https://www.youtube.com/@mochihill,2021-05-18,312,111026,3120,
Lord Hatter Ch. 羅德哈特,UCdxaVhw_ObaGU_4hh1gIrng,https://www.youtube.com/@lordhatterch,2021-11-28,108,93338,3110,SINner
撇嘴耳包前滾翻,UC6_38mg79k2C8HiHqOaf8rA,https://www.youtube.com/@yahrideerear,2019-03-16,245,189161,3110,MOMOMO團
雨恩-あめ-,UCsQ0mN276VojOuR4PyNDX7g,https://www.youtube.com/@_yuan,2016-02-18,152,183281,3110,
Merii Pakusu Ch. 梅莉 帕可斯 | 初學打瓦系,UCa7Cbx4buXLgY2d0Km19VPQ,https://www.youtube.com/@meriipakusuch.1023,2020-12-28,221,58653,3120,Mirolive
虹月NEON ch.,UChGFO6H9Ia1YZ6KGD1MV0-Q,https://www.youtube.com/@nijitsukineon,2021-01-06,302,116593,3120,
Mikage Tantian ch. 御影曇天,UCE2B5YLwJSopJy4EZhmV7Iw,https://www.youtube.com/@mikagetantianch.,2021-08-11,158,137205,3150,
貓屋敷塔比 Nekoyashiki Tapi,UCGi8Bb_IZCct7-9bavxV7sA,https://www.youtube.com/@nekoyashikitapi5220,2021-11-22,42,89296,3170,
CheukCat Ch. 綽貓喵,UCW8G8aeRjbIOlL-Fgms8hEQ,https://www.youtube.com/@cheukcat_hkvtuber,2021-04-05,206,190952,3160,
Nozomi Ch. 水澄のぞみ,UC-N4iv29wulN7lQ5i58wKZg,https://www.youtube.com/@misuminozomi,2020-09-18,425,281267,3170,
蜜絲緹 MistWander Ch.,UCtRr7jhD4KxCJCJgV_W2yYw,https://www.youtube.com/@mistwander,2022-05-13,43,26166,3200,
譜羽 Fuu,UCPD3IIpKHKoU_Vf15GdfXRQ,https://www.youtube.com/@fuuvtuber,2016-04-26,13,16502,3210,
RairaiMimu Ch. 來來未夢,UCgqSaGuYD9aIyGDL0HL2dRQ,https://www.youtube.com/@rairaimimuch.3743,2021-04-29,75,75157,3240,夢遊天使Myu
比亞・穆西卡 Via música,UC3m48I8fHNBuEXHfuy2ppdw,https://www.youtube.com/@viamusica777,2022-01-28,184,101353,3250,千末工作室
Yuzuki Ch. 胡兎柚月,UCt4mxuTjnMNpPeYwb461G2g,https://www.youtube.com/@yuzukich.5900,2019-11-28,67,73697,3250,
Nao Ch. 稻荷七櫻,UClvxZ1pRfKcLDTdiP87k7aA,https://www.youtube.com/@inari_nao,2021-06-07,437,123687,3260,
希莉亞 Ciria.ch,UCOpI60ey2pDJnmV2T351AOg,https://www.youtube.com/@siriyach,2021-01-14,180,195166,3260,
Kamir Ch. 迦米爾,UCt7rMCelu5GFXEf9FIAIliw,https://www.youtube.com/@kamirch.7508,2022-06-29,91,47052,3360,波塔學院
Mimiri 米米縭,UC9ISb_PCYV2Lf22Z5iokUpw,https://www.youtube.com/@mimiri_bear,2021-07-06,228,68954,3300,
Starry Dolly Ch. 星空朵莉,UCsbNbQh3IEUkztXrV3bRBDA,https://www.youtube.com/@starrydollych.7292,2021-06-28,239,101738,3310,拍咪呀
Cecily ch. 西西莉,UC4b1QDTIo0g4LmnOrTB_ntw,https://www.youtube.com/@cecily_kbc,2022-08-04,90,51157,3330,王國放送局
望月ルーナ  Mochitsugi Luna Ch.,UCKiWJEjJw-zGW_Co_kJt5dw,https://www.youtube.com/@mochitsugilunach.7603,2020-12-19,165,128029,3330,幻花茶屋
南琳 Ch. Minami Rin,UCHMCwtilDcB7Cc30D3KrqvA,https://www.youtube.com/@minamirin,2012-11-18,398,58511,3330,
櫻坂くりこ,UC9gLGP1Al6npy1XiypTQ9Wg,https://www.youtube.com/@osakakuriko,2014-06-14,687,176959,3320,夜貓森友會
斯魏 Aceway,UC-A_vq9g1vuuvguOuu12acw,https://www.youtube.com/@aceway,2020-01-22,121,98674,3360,
Komo Ch.羽幸コモ,UC7da2s8g7FXNsjiwEEGgYbg,https://www.youtube.com/@hanesachikomo,2020-12-19,250,77908,3370,mlmlm
星眷蕾米 Hoshiken Remi,UCF_Hh28RAiYTRm-NUyi-MqA,https://www.youtube.com/@hoshikenremi,2021-03-07,339,117470,3360,RaZerStar
ARIA55 Ch.小倉亞里亞,UCIHa1U-5IxP8KK5mcLeAymg,https://www.youtube.com/@aria55eptum,2020-03-30,61,41165,3370,小倉電子企業社
Relive_舒狐 Sofox,UCFx2E1YgFJGaFF-ekz0lwHg,https://www.youtube.com/@relive_sofox,2022-05-15,127,73669,3390,ReLive Project
玖月 悠梨娜 / Kuzuki Yurina 【RUE ARK 所屬】,UC4YYXG8YAvZdMHNfYOHXuOw,https://www.youtube.com/@kuzukiyurinarueark4830,2022-02-23,149,49719,3400,RUE ARK
柴豆古琳 Green Ch.,UCqRiI_ZMqUXwE5gJGf_ocXg,https://www.youtube.com/@shibamegreen,2021-01-03,489,159855,3410,
菈比RABI【雛森ラビ 】Ch.,UCmYQZhZEiprc1ndacGurt0w,https://www.youtube.com/@rabi0620,2022-10-02,97,56310,3460,Silva Live
神崎 Channel,UCxh0FrXbcVnqCvZ9bE3Bpqw,https://www.youtube.com/@channel-nx6yw,2021-03-18,151,119215,3430,
🍄 Enn Sings Ch.【HKVtuber】,UC2cgk_smOj7tSH_4g-YoF0A,https://www.youtube.com/@ennsingsch,2020-03-16,200,127236,3440,
Kiki Ch. 白海キキ,UCh4gi2VqTQsLCPIbRJZ3V8A,https://www.youtube.com/@kiki_shiraumi,2021-08-22,196,103684,3440,異界冒險團
白神,UCLLbop68_DIW8bTRMOCO4iw,https://www.youtube.com/@whitegod0487,2013-08-20,9,103345,3450,
Salty Ian,UCCihPFnCKXL6XjJOnerFp1A,https://www.youtube.com/@saltyian9527,2019-03-06,135,133948,3470,
Merak Channel 天璇,UCwFJl-hZLLkU--VPf5pSZAw,https://www.youtube.com/@merak0325,2020-05-10,263,250991,3480,
蘇菲蕥 Sofia【SODAART】,UCPlH4u0HPfenK8Agsge6U-Q,https://www.youtube.com/@sofia1131_v,2020-10-26,345,115635,3520,SODAART
杜邊優妮 DBUni ch.【ドビアン・ヨウニ】,UCYRUl2H0hBmazctTbGrVDvQ,https://www.youtube.com/@vtb_dbuni,2013-11-01,67,15164,3550,
朵朵子chichi do Ch.,UCp_5Bkxp7fdL-Q2C3bElm-A,https://www.youtube.com/@chichidoch,2017-08-18,298,112679,3560,
Reika ch. 靈香🌷【花町月一期生】,UCDvSVOVDbvAkSXqRbpnsY4g,https://www.youtube.com/@reikach033,2022-01-24,167,90305,3610,花町月
罐子Na,UCQ_Q34SO3wydZuI5FKhN-0g,https://www.youtube.com/@kankona,2013-10-28,176,306589,3590,狗窩娛樂
加藤小麻雀【HKVTuber】,UCcq_2wCkX15Z-4nBdSzjFRA,https://www.youtube.com/@-hkvtuber,2021-03-15,286,212012,3580,
Cheshire Kyatto Ch.,UC8BWbga41Q7jkMuhwlksPsA,https://www.youtube.com/@cheshirekyattoch,2021-11-26,95,98341,3590,SINner
Nuohai Ch.諾海,UCYCUGetz4k-JpnQ8mtSQheA,https://www.youtube.com/@nuohai,2021-07-02,104,61708,3590,
墮天使小闇Yami Ch.,UCvqipeBytPdue6nHR1y-l2w,https://www.youtube.com/@dark_angel_yami,2020-12-28,232,139597,3610,
Mika Ch.鬼塚魅華,UCnG1Ni-_2RJrpYJhikWrScQ,https://www.youtube.com/@mikach.5873,2021-01-10,108,34999,3650,
Akumu Ch. 阿庫姆,UCKH5aC_fRih812ZQaxeYfeQ,https://www.youtube.com/@akumu0729,2021-12-22,150,91692,3680,ParalReturners
原瀬空 Parase Sora,UCk5u6Wy54Xxh_btEutjgGdQ,https://www.youtube.com/@parasesora,2020-11-25,201,112177,3670,小倉電子企業社
En ch.,UCcYxUF_Wev7U7H9F9cSn_TA,https://www.youtube.com/@ench0528,2019-09-15,597,163386,3700,Stardust Live
莉莉姆-Ririmu Séraphin Lucifer-,UC8XxcedKN6MbDBw4j-hSpng,https://www.youtube.com/@-ririmuseraphinlucifer-8205,2022-09-17,84,69420,3730,星軌工作室
Yuma Ch. 黑野悠真,UCW21m4m4Sqg5eM2EEh-o1JA,https://www.youtube.com/@yumach.9088,2020-08-24,14,10300,3730,
AiYU ch. 夜見愛夢,UCgYobGgRQSOS2NMbNAGKtuw,https://www.youtube.com/@aiyuyorumi,2020-11-11,317,113170,3750,KAHO-FAMI
米良 艾露 / Mera Airu,UCYXtBPnxZPX_cm6AZlRETYA,https://www.youtube.com/@meraairu,2019-05-26,55,70225,3750,MOMOMO團
利姆  尼布尼斯 Rimu nibunisu【 RUE ARK所屬 】,UCpSNRFPD7lmq7lskKnKSnYw,https://www.youtube.com/@rimunibunisurueark0606,2022-02-23,145,70539,3840,RUE ARK
Sumi Ch. 蘇米(すみ) 【浪海數位 RiyarDigital所屬】,UCU6G8V1wfR1snWCYXjUUCBA,https://www.youtube.com/@sumi0303tw,2021-07-07,184,114033,3840,浪海數位
Rui Ch. 三森ルイ,UCLdzfLx68AXIvDdvY_yHTFA,https://www.youtube.com/@mimorirui,2021-09-11,239,225073,3860,
Runa Ch. 魔海ルナ,UCOf-zm2kuWGdf00DUX9B9Ag,https://www.youtube.com/@runach.3873,2021-09-23,149,94206,3850,波塔學院
喵控 Meow,UColGLoTgNEZJg5eW7KZnUJQ,https://www.youtube.com/@meow0007,2018-06-20,332,124969,3880,
Enola Ch. 愛諾拉,UC0Y6F96OILeUKJM2IPCEJ5g,https://www.youtube.com/@enolach,2021-04-27,306,195138,3900,
狸咪 狸ミヒ Tanuki Miihi Ch.🍃,UCdqjKrxciua397Fo4h6xngA,https://www.youtube.com/@tanukimiihi,2021-06-20,116,246895,3900,
黑鄉羊 Channel,UCu1aAYNDCh42pwNHVd_rprA,https://www.youtube.com/@blackgoat0810,2021-01-23,406,295799,3920,
Siroya ch. 希蘿亞,UCu6ElyxgXHVRH3uXyswhoSg,https://www.youtube.com/@siroyaneilson,2021-12-31,43,26525,3940,
Katsu Coco ch.卡滋可可,UCauImUa4IByz95-SxBDWZTQ,https://www.youtube.com/@cocokatsu,2019-07-29,334,149218,3940,MOMOMO團
Tsukishiro ch. 椎南 月白,UCGQ0452yHwnPsHTpcbdU0ow,https://www.youtube.com/@tsukishiroch,2020-11-26,209,55733,3960,
赤羽亞矢 Akahane Aya Ch.,UC-BEqmEu9tMo2EfWyuiD6zA,https://www.youtube.com/@akahaneaya,2021-05-10,316,101627,4020,
雪羽婭露露LuLu,UCVZ224CV-xZScPjN6-k4nqg,https://www.youtube.com/@isyourlulu,2015-04-06,33,16615,4030,
芙蘭琳 Fran Lyn Ch.,UChN5ehROLdVpVWaabBOoLKg,https://www.youtube.com/@franlyn2419,2022-07-19,96,89805,4060,
可諾莉HolyMoly,UCRi_JcuKneF0wUCC2zKIX0w,https://www.youtube.com/@holymolykanoly,2018-10-23,247,290155,4060,
詩寇蒂-Skuld Noren-,UCfoCsKaDYYnsuhy5LWIlajA,https://www.youtube.com/@skuldnoren,2022-09-12,59,42280,4090,星軌工作室
水手緞帶 - Sailor Ribbon -,UC3iQgHIZAPOGG-1LKvINzoA,https://www.youtube.com/@sailorribbon,2019-07-31,543,209589,4090,
Qmo Ch. 肉肉薔蒔,UCWR2gJU1YY9zpASHEpMfTVg,https://www.youtube.com/@qmoch.5958,2021-07-12,37,189030,4110,
紫映遊月‧ゆづき ch.,UC9H5JijqcmqYQpB8yK3sJCg,https://www.youtube.com/@ch-ys7fn,2021-08-25,51,91556,4110,
老李Laoly Ch.,UCUrd0bh-VAOobLb4f9lUeCA,https://www.youtube.com/@laoly,2014-09-27,347,60574,4110,
Meii Ch. 白蛇 梅伊,UC9Ife_inavJMm9CKKRhzg6w,https://www.youtube.com/@meiich.7157,2021-03-25,310,315351,4130,Wander²
Akito Ch. 緋佐あきと【HKVTuber】,UC-cHFd49zhY3Y7x9PZGDC_Q,https://www.youtube.com/@akesaakito,2021-04-22,183,276210,4150,
ReLive_十六月 OctJun ch.,UCahjYNOw1qhSy4POSgqkRLQ,https://www.youtube.com/@octjunch,2022-06-12,207,138372,4150,ReLive Project
庫洛姆•Kuromu【SODAART】,UC2ZWggon1NOT2TGaVUMzY7A,https://www.youtube.com/@kuromuono,2021-01-20,290,90429,4160,SODAART
尤里·佛瑞斯特 Yuri Forest,UCcLBxo0HmwMDKhzXnNUmiIQ,https://www.youtube.com/@yuriforest,2020-05-19,138,75699,4160,
希珥 Shir Ch. ,UCaaaRyNQEACU09Ocw3EIh-w,https://www.youtube.com/@shir_ch.,2021-06-23,252,146132,4180,
伽羅 GaLo .Ch【 香港vtuber 】,UCRTxmw0KnecDsf9rfJpuvog,https://www.youtube.com/@galo.chvtuber4091,2021-02-12,48,125896,4170,
紗夏-サーシャ-,UCQucf5TmsGZZPE-zpC9f5LA,https://www.youtube.com/@sashalex,2019-12-09,9,90897,4200,MOMOMO團
Hoshimi Yura Ch. 星見優樂,UC9mNJ3oYxa86Ob294T1knQA,https://www.youtube.com/@hoshimiyura-ch,2021-04-21,129,79717,4250,
Elina Ch. 宮森えりな,UC3BSBOD67u9CUmpAakbhFkw,https://www.youtube.com/@elinachelinakawai,2020-10-17,410,118216,4280,Miragion Studio
Nekofuji Asaka Ch. 音湖藤淺歌,UC8Q_Oy0x1xLC4WBb0RWVrTw,https://www.youtube.com/@nekofujiasaka,2021-05-13,145,78574,4300,
Laine Channel,UCwEkUucq5GDsp7PLgc5fzIQ,https://www.youtube.com/@lainechannel,2020-08-12,275,128036,4360,
Alisa Ch. 仙兔,UCAN-OUkSXeJIMHU9Iogxl7w,https://www.youtube.com/@alisa0606,2016-04-10,963,526293,4380,
色畜樂色×Lessor,UCsceOEcyVYda0L2y6MReYOw,https://www.youtube.com/@happylessor,2007-01-28,150,98957,4410,ViSIR
周默換頻道了記得去訂閱~,UC-uFyVEjZgI9cX-ozKqD0iA,https://www.youtube.com/@user-he8xl3sb6c,2020-09-06,12,70350,4570,超異界通信+
Lusamina Ch. 露莎米娜,UCOM-k_e60saQjIkA8m4sqzw,https://www.youtube.com/@lusaminach,2021-08-18,14,38110,4570,KARE Studio
水母暮暮-クラゲMooMoo,UCDL212a4xEKwwNexFc5IUIQ,https://www.youtube.com/@moomoo0409,2014-10-05,349,163564,4570,
Relive_魯波 Lupo,UCTzWMDbXbQAEJufwbHMP31Q,https://www.youtube.com/@relive_lupo5823,2022-05-15,208,128855,4610,ReLive Project
莉莉 埃絲忒Lilium【KOZMII / 比鄰星域所屬】,UCN6XPafOEox1c8KFvs3BfNQ,https://www.youtube.com/@liliumaster777,2022-04-14,209,190656,4620,比鄰星域
朝日陽奈 Ch.,UC_AMWhTw597EVk4EQdok7_Q,https://www.youtube.com/@asahi_youna,2021-03-01,331,109270,4620,AirLife
草加子Eggplant ch.,UCut3ezULZJ_bix-HAl-jHZg,https://www.youtube.com/@eggplantch.2726,2021-06-19,185,65941,4640,
Cowell Ch. 高維爾,UCE7IKtGwecu9CifcuAjR_2A,https://www.youtube.com/@cowellvtuber,2021-03-14,496,216090,4650,
赤野蕗丹《歸家WANT! 》ch,UCftYR77MPeodTgYv-3oK17w,https://www.youtube.com/@wantch,2021-01-20,278,143321,4660,超異界通信+
土司喵  Ch.,UC_VrCOENTdGk0czz1Sy0TWg,https://www.youtube.com/@ch.9652,2014-08-04,257,105266,4670,
斜胖XiePun ch.,UCgZRGc0TCCiqbg0ylhKg3Rg,https://www.youtube.com/@xiepunch,2011-01-08,184,202258,4700,
轉生者AJin Ch.,UCOKae99VAQNUWm_MvPDqogA,https://www.youtube.com/@ajinch.3066,2021-05-20,117,79318,4710,
SETSU Ch. 褻君わいせつ,UCR5dFhZpMlmieeDbVvowBVw,https://www.youtube.com/@waisetsu5,2022-04-14,146,206880,4730,
可蘿可姐可洛莉 Clawy【UMiLive】,UC0LNztG1Nh3q7KEoxgY5-7w,https://www.youtube.com/@clawyowo,2022-01-10,97,166452,4750,UMiLive
Tendo ch.,UC7P5GH9nvcjP120r62h3v3g,https://www.youtube.com/@tendo1129,2021-02-14,44,10984,4760,
王顧採 Ch. 六埕順揚宮 主委,UCDK61SWPrZm3PDj8RohAM-w,https://www.youtube.com/@chiveswang,2021-06-06,221,143394,4810,Lamplighter5
莓芊時戀💖Ichigosen Tokikoi Ch.,UCJVe_TIWA-EE1Tz9HJbB3zA,https://www.youtube.com/@vtb.redpanda,2021-08-31,245,118404,4800,日落時紛工作室
鴨鴨山 ch.,UCDHM_49YlYNTCvACcool0Gg,https://www.youtube.com/@kamoyabanana,2020-04-17,574,268252,4800,滴魚先生工作室
芙蘿拉-Flora Cosmos-,UCQ9khaebcJwqcOLAVmew4cw,https://www.youtube.com/@-floracosmos-0422,2022-09-17,106,61182,4840,星軌工作室
Hanari Ch. 月影はなり,UCHWqQ1hObDa4xw5wq0Tarjg,https://www.youtube.com/@tsukikagehanari,2015-03-31,199,160670,4850,
方夏 / Fang Cia Channel,UCeoTcQVD1sCu1b1MtE_blLg,https://www.youtube.com/@fangcia,2010-04-22,93,55376,4880,ViSIR
Iniciel Ch. 尹鹿,UC3hzcs-PNqZPKNyxEnDTf9Q,https://www.youtube.com/@iniciel,2021-06-04,3,16897,4900,靛之森
秋月莉莉卡 / Akitsuki Ririka,UCrErB2CzJ-ZWl8KO6Jw7W7w,https://www.youtube.com/@akitsukiririka532,2021-02-25,156,131829,4930,RaZerStar
深空眠 Fluorite 【SODAART】,UCttLL51poPUG5KOvk2pFOHQ,https://www.youtube.com/@virtualfluorite,2021-03-21,252,130361,4940,SODAART
夏洛特．帕芙 Pafu Ch.,UCP-xYlnoFRG1xc3sbq4ntCA,https://www.youtube.com/@pafuch.9673,2013-08-05,23,5982,4990,
LMPAPER,UCSm_fWnT4OiXPMetcjaMOZQ,https://www.youtube.com/@lmpaper,2011-07-15,725,447926,5030,
星形KARAS(cv:押形) ♪ 歌う絵師 ch.,UCHBrsRdgAR2Vo0SroozG9bg,https://www.youtube.com/@karasoshigata,2009-07-29,335,491725,5050,Psycho Live
Bill Ch. 碧兒,UCLURUhaw4kqjhb_Y4rAb7ig,https://www.youtube.com/@vtuberbill,2021-05-03,146,1726082,5090,比爾數位科技
𝐾𝑒𝑟𝑖 𝑙𝑢 𝐶ℎ. 可莉 露,UC5r25R9cBLt4xJ7IczlytHw,https://www.youtube.com/@keri.lu030,2021-04-26,173,102138,5140,mlmlm
