頻道名稱,頻道ID,傳送門,頻道加入時間,影片數,觀看次數,訂閱數,所屬
《菜姬》yasaihimeVP,UCGXEKCaYAW0u0Cs2u6Wcchg,https://www.youtube.com/@yasaihimevp6243,2020-12-06,479,123792,2800,
史萊貓レン Suraimu Ren Ch.,UCNPqUaEUyanJASQLQEIPovA,https://www.youtube.com/@suraimurench.,2021-12-25,215,20277,684,六月草.studio
千秋 /chiaki ch.,UCuy3D3c1QX8pykmFoE_aLfg,https://www.youtube.com/@chiakich.,2021-06-03,157,14512,464,
Adelie•Yugo Ch. 阿德利•悠果,UCvdy9jUEvZZf3sug2VAvK0A,https://www.youtube.com/@adelieyugo,2021-05-26,358,76105,1860,
哀呀Aiya,UCCzQP9U0BljqMy0w-pXRVkA,https://www.youtube.com/@aiya5962,2020-06-28,70,23641,780,
VegBao 菜包,UCEaqVhpcLg7FCv4RsoDJ2HQ,https://www.youtube.com/@vegbao,2018-01-09,212,128567,1470,
TiNiTo ch.提尼托,UC1ybkVBsvckJiY-Wdyz5bkw,https://www.youtube.com/@tinito0212,2021-08-09,67,12062,297,
渡清夢Kiyoyume Ch.,UC_BjgwcygvQatWUh06QQHwg,https://www.youtube.com/@kiyoyumech.,2016-03-08,115,6188,367,
朝日陽奈 Ch.,UC_AMWhTw597EVk4EQdok7_Q,https://www.youtube.com/@asahi_youna,2021-03-01,331,109350,4630,AirLife
《ACGU》碧源霞 Azure Origin,UCcTYuAmet0T39FUYD-yQKeg,https://www.youtube.com/@acgu-azureorigin,2023-02-01,4,1223,203,長庚大學漫畫研習社
吧格Buggo_TW,UC1E3qvByQsGK8vljmMnyfXg,https://www.youtube.com/@buggo_tw236,2021-11-04,20,3425,93,
星蝶ミミ.Ch-hoshichoumimi. Ch,UCiCqUwZ3nyL6aJlWPXgHKEw,https://www.youtube.com/@ch-hoshichoumimich,2013-03-07,201,25441,494,
-瑾瑜 Ginyu Ch.-,UCncQnGxk9gECVaMmJbvD0Gw,https://www.youtube.com/@ginyuch,2020-08-26,95,12216,590,
Yuraユラ,UCEiOZaQ0YswTMiSfipdUBwA,https://www.youtube.com/@yuuuraa10031,2020-11-24,109,10514,276,
megumi ch. 雪見めぐみ,UCfjj0AnFjsBsLUDvE4RGZXA,https://www.youtube.com/@megumich.,2020-10-18,232,24308,819,
ZIJI Ch. 紫薊,UCXPWsxugt0WT2DbU9thpIQg,https://www.youtube.com/@zijich.,2022-12-17,47,2862,132,
紫萊姆 Raimu ch.,UCrodZ-UfvXUn58MuGRyPlAg,https://www.youtube.com/@raimu_ch.,2021-08-17,77,6168,240,
Nox Sayin ch. 英國銀行優惠&科技情報 [HKvTuber in UK],UC14aHQWi2NYRdo4JvDpZiSw,https://www.youtube.com/@noxsayin,2015-01-09,27,136559,1260,
Tendo ch.,UC7P5GH9nvcjP120r62h3v3g,https://www.youtube.com/@tendo1129,2021-02-14,4,9638,4750,
2常者 ch.,UCerWX092-Voj2okII36BiJg,https://www.youtube.com/@danballxphantom,2021-06-30,5,410,37,
亞洛赫 Anok Ch.,UCXKJGirkNWJIDMcHufaNKcw,https://www.youtube.com/@anok,2015-02-10,120,3233650,74100,
YUZI chan Ch. 宇紫 醬,UCMDY0ebDXrAeCphj5YB6K5Q,https://www.youtube.com/@yuzichanch.2229,2021-04-13,88,2241,216,
逍遙散仙,UCgMaKJIsPsAUcKkDcYMk3kw,https://www.youtube.com/@shoyo0229,2014-08-28,7,3762,97,逍遙門
犬張子Inu hariko,UCEL3Y_KbQYNRtD9Etyif5FQ,https://www.youtube.com/@quanzi_ch,2022-07-18,6,466,132,
Ryuken Vermilion  Ch.,UCJVLDPL2vKNa5f3ex7xy0aA,https://www.youtube.com/@ryukenvermilionch.4209,2021-12-20,55,7836,269,SweabsMY
塩月楔太&菫 Kusabita&Sumire Ch.,UCkfIwowJXn4heLTONuekHJg,https://www.youtube.com/@shiotsuki1023,2021-11-27,98,22545,621,Soulzuna
夢理 in 2D LIFE【香港Vtuber】,UCuTcQfb_sSxHbrwv7uVCl3Q,https://www.youtube.com/@yumeri_in2dlife,2020-09-08,223,64760,993,
奇洛 Qi-Luo ch.,UCcy8H8yumUTUTqfKtoAoaPg,https://www.youtube.com/@qi-luoch.714,2021-07-07,1,813,133,
神崎涼子【香港Vtuber】,UCbZTKDpT_FeGnyanuwzUpYw,https://www.youtube.com/@ryokoryoko724,2020-07-16,428,155736,2590,
Alice Ch.海羊アリス,UCV_AIh70tIlkaF0ar5nmafw,https://www.youtube.com/@umimemealice,2021-01-31,243,21726,806,Stardust Live
咪亞Miya,UC74-fnq062vEmOT3ZI1rDHA,https://www.youtube.com/@miya-ki5lx,2020-11-30,88,7885,399,
色畜樂色×Lessor,UCsceOEcyVYda0L2y6MReYOw,https://www.youtube.com/@happylessor,2007-01-28,153,99937,4440,ViSIR
叁道ch. San Dao,UCQHIFPoa7UuSTrCXnd9IS_g,https://www.youtube.com/@sandao0606,2022-02-18,34,6377,566,
森森觀月 33seemoon Ch.,UC2-bkZjoaMImjZLKZliTAFA,https://www.youtube.com/@33seemoon,2021-05-25,141,156854,8220,
Mari Ch. 舞綾真璃,UCEbHRn4kPMzODDgsMwGhYVQ,https://www.youtube.com/@marich.2522,2021-07-14,80,13259,614,
Leo Ch.,UCa1DFnKzrESmJCPverP6cCw,https://www.youtube.com/@leoch.6976,2018-01-11,3,1602,799,
Kiyoshi Ch. 夏樹きよし,UCApwCqmHCddqQkAObr-CqdQ,https://www.youtube.com/@kiyoshich.299,2021-03-20,1,2401,5180,MOMOMO團
Makino Shiro Ch. 牧野白,UCbZcxNKrC0a6IZYBowvzAUg,https://www.youtube.com/@makinoshiro,2021-03-21,109,227919,7300,RECTALE
薩摩喵,UCw9-DLqivO5FdGNSoo0MgXQ,https://www.youtube.com/@samomeow,2022-01-28,38,6551,62,
吉祥物マスコット【hkvtuber】,UC9dBYH_8qIbuh1Cl8UgUzHA,https://www.youtube.com/@masukotto,2021-04-24,5,2792,167,
林梅 LinMei ch. 【NinthGames】,UC_opn5hW43xcsM-UNW2gfmA,https://www.youtube.com/@linmeich,2022-07-21,114,45412,2160,Ninth Games
社畜系Vtuber_AYAYA,UCdXj3CIYG5t_djZUiVf3DtA,https://www.youtube.com/@vtuberayaya,2012-04-26,214,30699,953,
星見遙 Haruka【破曉晨星 / 比鄰星域所屬】,UCl1RVJbkPnpNbO9-CsDqPmQ,https://www.youtube.com/@harukaowl,2020-10-15,740,713404,14400,比鄰星域
畢姆BEAM ch. ,UCTfzJSIGS5YhGZK-9NsOAbA,https://www.youtube.com/@beam_vtuber,2019-11-22,62,9265,737,
Aorëa ch. 音羽 ことせ,UCVhVjMVs3aWkFDjh-y9mEsA,https://www.youtube.com/@otohakotose,2021-08-31,23,3975,104,曙光學院
RairaiMimu Ch. 來來未夢,UCgqSaGuYD9aIyGDL0HL2dRQ,https://www.youtube.com/@rairaimimuch.3743,2021-04-29,75,75207,3240,夢遊天使Myu
KoShiNa Ch.,UCC6u7ynjBs2HKiXh05uAWLg,https://www.youtube.com/@koshinach,2021-02-06,420,86597,1720,
柔木月.美食型V(HKVtuber ),UCRLOQ3XCFpZtTcMmjL7U6uw,https://www.youtube.com/@yawaragitsuki,2021-10-04,122,15158,379,
吱吱檸檬zuzu_lemon_,UC01Q8romGNCbEC6HGllDVNw,https://www.youtube.com/@zuzu_lemon_0218,2021-07-05,58,42400,654,
李雀喜ウリィー社畜Vtuber💊ch.,UCYDXp3k0NFCRr_225Ndblzw,https://www.youtube.com/@tracysobusy,2021-03-19,167,5203,132,
YORO Ch.,UCAIo9ZDKqdjXeCJY0CrY0lg,https://www.youtube.com/@yoroch.5953,2021-08-31,60,7571,191,
佐倉よな_ Yona Ch.,UCx_rqgNN7LmcOy_IBXOiqOg,https://www.youtube.com/@sakurayona-ch.,2021-04-28,244,63980,2070,第二鈕扣風味社
ReLive_諾櫻 Noe 🌸,UCgVuzUu24q8KIDOjJcmCnIQ,https://www.youtube.com/@relivenoe,2021-01-28,456,1008606,20700,ReLive Project
NOCTE ch.,UCWiyW8dKj9mrU9YQqUrxiaQ,https://www.youtube.com/@noctech.3101,2020-10-13,21,2804,317,
Asaba Mitsuru Ch.淺羽みつる,UCCXcdED9LGgv5B3L-1DDqCQ,https://www.youtube.com/@asabamitsuruch.1706,2022-05-11,46,9922,583,
我是阿夢-CK Is Dreaming,UCSOpxKLXctMuO3Q1LFSHs_Q,https://www.youtube.com/@-ckisdreaming9125,2017-02-27,176,12431,474,幻雪琉璃的夢境
Bana ch. 蕉バナ,UCxyTFoXTDyo16R2zBEMPZrw,https://www.youtube.com/@jia0bana,2021-09-23,231,111103,6380,毛蟲娛樂
毬庫波爾 Boru Ch.,UCppEmrUSYslStXZr7Gzg4OA,https://www.youtube.com/@boruch.8999,2021-01-30,21,8984,869,
Lee Ch. 李李子,UCROXaf881jbQ3tVI4g_DX0Q,https://www.youtube.com/@leeleech,2020-09-13,217,43987,1250,
宇岐Uki Ch.,UCXi8Sqg59-vV2OKtHdtO-dQ,https://www.youtube.com/@ukich.,2022-05-26,23,435,20,
花見璃葉 Ch. Hanami Akiha,UCJP1mBdo6mohryaOg9Q4ccw,https://www.youtube.com/@hanamiakiha,2021-07-21,115,5781,337,
雨宮修一 Shuichi,UCfRuxN3lsQUGsG8A-Eh-fnA,https://www.youtube.com/@shuichi7534,2018-10-15,17,828,89,
洛妮 Roni Maca ch.,UCQLyeRRVL4ZgNxM4nKluCqg,https://www.youtube.com/@ronimaca,2021-07-19,79,8328,728,
莓芙琳 meifurin,UCO2lQyqJbsYon0VY3n1NlDQ,https://www.youtube.com/@meifurin7565,2022-04-13,55,3480,137,
杜桑 Ch.萬事屋老闆,UC6ecDHM9ykjyo1skAmtVV7g,https://www.youtube.com/@doson0606,2022-06-08,3,33,33,孤島植物園
神戸ねこめ,UCO2GlFva2nWLr_MWq2L01Ig,https://www.youtube.com/@nekome,2016-12-01,186,20559,779,
杜邊優妮 DBUni ch.【ドビアン・ヨウニ】,UCYRUl2H0hBmazctTbGrVDvQ,https://www.youtube.com/@vtb_dbuni,2013-11-01,71,15950,3600,
Shouta Channel (叶翔太),UCg29YbdVtpQ6ef7UBPcEFQQ,https://www.youtube.com/@shoutachannel6803,2020-12-12,73,2500,44,
K級冒險者 紫川金雨 / Kinu,UCIey7XzF5Xg2P6Ftefzvjiw,https://www.youtube.com/@murasakigawakinu,2022-04-04,118,84226,422,
Silverbell Ch.銀鈴,UCwO7OC8he-XAkrDNvGe5kXA,https://www.youtube.com/@e0live,2021-04-04,523,1178230,22400,
Nanoka ch. 天川ナノカ,UCz4TfjoY9xVACgyh_-A46Rg,https://www.youtube.com/@amagawananoka,2014-02-07,43,27671,1760,
白川由紀 Yuki 【HK Vtuber】,UCAOPjItd6IFo73bFQJAOC_Q,https://www.youtube.com/@yukihkvtuber2639,2021-04-15,3,1278,832,
莉天娜 台灣vtuber ,UCXXGg4dBG8rKqXDTDoGpttw,https://www.youtube.com/@vtube0726,2022-04-16,45,11519,281,
Hikari Ch.姬野ひかり,UCRF4fzp0nVB0KqiWWKh3WMA,https://www.youtube.com/@himenohikari,2021-06-23,84,15714,396,
圖圖 tutu Ch.,UCr_2ldg9f44PvC-hNWnSvGg,https://www.youtube.com/@tutu.ch.,2021-06-18,127,6257,144,
羽海雲姬,UCsJLczNUhaUtG3WjcjHTHnQ,https://www.youtube.com/@yukai_yunji,2022-06-21,15,2755,182,林間小鎮
兔夏TwoSha ch.,UCuzcLqIjiKXbrP2oi2m8bog,https://www.youtube.com/@twoshach.6949,2021-06-28,316,45715,484,
梓芊,UCGWGTr5hy_XUROP7c3T8FJA,https://www.youtube.com/@pandora0407,2013-10-13,195,42778,1560,
Ande 安爹 Ch.,UCSadbD_iNernWpkR-eUR7Wg,https://www.youtube.com/@andevil0403,2022-08-17,57,9564,524,
菲尼克斯Phoenix Ch.,UCRb9PqtZkg-IbgdXo2L5sgA,https://www.youtube.com/@phoenixch.1894,2022-01-26,45,5677,573,
森雪 芽 / Moriyuki Me,UCW_zm-79xspXC-ubKigLq8g,https://www.youtube.com/@moriyukime,2021-05-28,39,11539,1070,
土芒果社-小金碧碧 JinBee,UC9pXpmr_eYeVMGS0lVt5vuw,https://www.youtube.com/@jinbee_v,2021-07-17,227,255137,6480,土芒果社
滝川七羽 / Takigawa Nanaha,UCew_-Ms9jPgIiHxF29BPFRg,https://www.youtube.com/@takigawananaha,2021-03-21,313,71550,1350,
Mayumin Ch.繭眠,UC7giliMJeLyow68hd_i0DpA,https://www.youtube.com/@mayuminch.,2021-01-17,621,162208,2630,
KyuNekoCh ¦ Virtual Aces X SweabsMY,UCfKtD16vDFo310z8N3s6z4g,https://www.youtube.com/@kyunekoch,2017-07-30,26,9441,1140,SweabsMY
Olivia Ch.奧莉薇雅,UCoe5YUHco-QHc-i5lbjAobA,https://www.youtube.com/@olivia.vtuber092,2022-09-23,2,101,67,
Hakamiyoshi Ch. 哈卡彌悠希 【UGONE所屬】,UCjqbfaSPsWyQCx-EsXBXGwA,https://www.youtube.com/@ugone_hakamiyoshi,2022-06-06,24,21895,339,Ugone Studio
鳶尾Iris【妖妖林所屬】,UCGPt0iQFWLM16VqGKpcmc2g,https://www.youtube.com/@iris-iv4jd,2022-08-20,28,694,89,妖妖林
貓屋敷樂樂 Ch. ,UC2ilwdJClmcwKgBl84kA5Zg,https://www.youtube.com/@neko_rakuraku66,2021-06-24,229,16454,921,
Yumeno Nydia 夢野妮蒂亞(二ディア),UCH6cILtvg8OXnFoNIDich8A,https://www.youtube.com/@yumenonydiach.2281,2021-03-23,220,60191,2390,拍咪呀
迦蔻天,UCqDr67mTVwqgGPI2Q1lv0HA,https://www.youtube.com/@user-pf9zz4zg2k,2021-02-01,5,276,85,超異界通信+
尼蓁 channel.,UCvf1I46lpftKoEZHaecQ7_w,https://www.youtube.com/@jenny_channel.,2021-09-23,11,463,83,
No.Fifteen Ch. 十五號,UC_UqaRNrLcaL4fp2IAPV0OQ,https://www.youtube.com/@no15_rescute,2021-01-25,462,4318537,75100,SquareLive
Toyokawa Inani ch. 丰川稻荷,UCl3fBxjrxXC3-NWhQbvke-Q,https://www.youtube.com/@toyokawainanich.2557,2021-02-02,96,9105,676,異世界瘋食堂
狼座謬堤.OkamizaMewti_TL,UCADsXoKaf-suJI7MoUkxXtg,https://www.youtube.com/@okamizamewti,2021-09-21,127,15035,386,Trifling Light
白神奈奈-ch,UCWV_POYXUEoEKdGPrJ95xOg,https://www.youtube.com/@-ch5435,2022-05-02,28,2574,280,V_up Live
醬油Joyu ch.,UCy5l7iZCTy-alDJ9rL5kuXQ,https://www.youtube.com/@joyuch,2012-09-25,226,195989,28200,
喵朵伊ニャドイNDIchannel,UC7VNrZqdH_t8dLMdrp0NrJQ,https://www.youtube.com/@ndichannel6189,2020-10-16,425,70258,1270,
雷雷狐泥 LeLe Hooni【個人勢Vtuber】,UCQbtNBHZj4fphE4oZ-K9F-Q,https://www.youtube.com/@lelehooni,2021-10-05,115,9080,248,
Miki Aoboshi Ch.,UCnjJjV4SXsHyMnGTeinn8Lg,https://www.youtube.com/@mikiaoboshi,2021-07-09,7,573,163,
BLOSSOMY OFFICIAL【HKVtuber】,UC14NBKA2LemUT2bT90FyYvg,https://www.youtube.com/@blossomyofficialhkvtuber5091,2021-05-05,5,1425,69,BLOSSOMY
RiRA Ch. 梨菈,UCGJxABIB4vdwTpEgmY3e_wQ,https://www.youtube.com/@rira_vtuber,2021-09-13,477,294071,11100,VOICEMITH
星楓Starmaple_ch.,UCmYsqOjbPJgTue5rq2k4LxQ,https://www.youtube.com/@starmaple_vtuber,2020-05-14,94,4384,167,
夜狼星Yoro Ch.,UCujBE5Pwr-uKOepuMAZo_9Q,https://www.youtube.com/@yorokamoshi_art,2022-01-17,38,3673,141,
HaruMaki Ch.,UC3301GJ2Wnc2FwN3hKfQqWw,https://www.youtube.com/@harumakich.5556,2020-12-04,77,74340,2650,
Kumo Ch. 若月くも【HKVTuber】,UCKVYhRRfqjPuYb6jx783SXg,https://www.youtube.com/@kumohkv,2020-05-03,97,27447,663,
Cornelius LOW Ch.,UCnAM_5Aw0Wp-UjrUzqJwYnA,https://www.youtube.com/@corneliuslowch,2021-06-05,131,9993,317,
寒月凌－散發香甜氣味的麻糬兔,UC-3QtO02Xevs1mxgI_3SAnA,https://www.youtube.com/@moonicelin,2014-12-08,35,1113,58,
甘蔗,UCd3f39XnUMmjDJ6eBZLR-zA,https://www.youtube.com/@user-ru2cs7uh5w,2021-02-01,20,4010,434,
蜜番茄 Chiechie,UCaW5x2VU0K3YO56bNAnVODQ,https://www.youtube.com/@chiechie,2020-12-29,175,56111,1640,
偽色 Nise Iro ch.,UClsCerJsyg_Qu-pmegdqehw,https://www.youtube.com/@niseiroch.1851,2020-10-17,108,9719,497,
 Lily*リリー LIVE  Ch.,UCawXy20GwJBYN7T9GWDKDaA,https://www.youtube.com/@lily_live,2022-01-15,135,39825,585,
Hezaki Ch.鬣崎ミナミ,UCqfmSgWmX4e_wUylAazxrpQ,https://www.youtube.com/@hezakich,2021-01-19,348,75526,2110,
Ko-el ch.鵑鳴曉春【HKVTuber】,UC8lYKWs12u3UXLx4Omt15mw,https://www.youtube.com/@ko-elch.hkvtuber3409,2021-02-25,30,12283,490,
階梯貓 JTcat ch.,UCReRegvdg0QaIS-4L-Z1Q9g,https://www.youtube.com/@jtjjjjjj,2015-02-27,93,24154,671,
彌莉卡 みりか,UCUqYoMeESynGdAgNplao0Xg,https://www.youtube.com/@mirica-vt,2021-10-09,118,12618,551,
Lodzfly羅茲 ch. ,UCmrzvDGh3dE10B_IsYVBgmQ,https://www.youtube.com/@lodzflych.,2021-06-10,362,19887,595,
Inori Ch.秋月イノリ,UCSSqkGEa3TlzHkvvGabwT_g,https://www.youtube.com/@akitsukiinori,2020-04-12,462,508246,13900,Stardust Live
一隻叫做澄櫻的喵,UC4PDumhvirtYXe2MKNCBzjQ,https://www.youtube.com/@sumi0922,2020-08-21,24,1064,46,
卡珥斯法托爾 Karls&Fator Ch.,UCpe4hDlsZkl_R2BHw3hbUOQ,https://www.youtube.com/@karlsfatorch.4646,2021-04-03,12,2836,135,Missing失蹤人口
Yachitose Oldman,UCeiUAJejFOKPTmMpWj7zABQ,https://www.youtube.com/@yachitoseoldman2509,2022-02-22,26,1979,126,
Meteor Ch.北斗メテオ【Mystic Project 所屬】,UCA6Xo9AchKUjTYictwl4NEA,https://www.youtube.com/@hokutometeor,2021-03-22,70,5089,225,Mystic Project
Rainbow Yuni ch. 藍寶 ユニ ,UCXALSEFHK92HWbliD1-yCRQ,https://www.youtube.com/@rainbowyunich.,2021-07-30,101,8372,471,Sexy Monkey
魔哩煞,UCq5LQH-bD0Q3ZRhlclBAmqg,https://www.youtube.com/@fhmolissa,2014-02-05,792,46174628,150000,
羊咩,UCJYeT24Knevv3VvOr4-QSlw,https://www.youtube.com/@user-ty4sm1ii1m,2021-07-13,4,475,45,
伊勒絲‧巴妠 / Yileis·Bana【Synn Studio】,UCDMqC-5O92PqG7dUvv9sqmA,https://www.youtube.com/@yileisbanasynnstudio3759,2021-10-09,89,7456,386,Synn Studio
皮瑞瑟 Peraser ch.,UC39GAIsMLb63Ru7UPcaDYMw,https://www.youtube.com/@peraser1126,2021-08-31,20,5022,334,
Lunoria ch. 露諾莉雅•因卡倫【異世界種族所屬】,UC4Rcu4Q_hbg4ZSvVyT2UXbg,https://www.youtube.com/@lunoriaingaran,2022-06-26,65,21803,1030,異世界種族工作室
【織海珊雪yukori】台加新人VTuber ch.,UCKC66Sml0LgiwMvbSYRT1Wg,https://www.youtube.com/@yukori_sangotwi,2021-10-22,20,3251,217,
CharlesLupus,UCilByINGyXzHWLSiwvY1Ajg,https://www.youtube.com/@charleslupus,2020-04-29,13,3001,268,
Kumomaru Ch. 雲丸,UCF1SUToVFqwOSBZqpwbPtLA,https://www.youtube.com/@kumomaruch.7596,2020-09-13,103,8946,291,
Zero／ゼロ,UC_EefG9TjiJ8nFNDocjmNYw,https://www.youtube.com/@zero-eo2do,2021-10-08,11,816,93,
Yamizuki Fuyu 闇月ふゆ Ch.,UC92miQ0lzFaQiADf3niAWmw,https://www.youtube.com/@yamizukifuyuch,2015-08-13,399,164201,5290,
Neroli Rain ch. 橙雨沐沿,UCRGpjwvV1V41QTkNqOtNstw,https://www.youtube.com/@nerolirain,2021-05-28,226,27074,1040,
菲緹&卡波爾 Vtuber Ch.(我們換新頻道囉&舊頻道暫時停止營運),UCl7QieEU50Y0PW5YwbscX2A,https://www.youtube.com/@fatty_carbo_vtuber_ch,2022-07-15,64,14672,805,食營同萌工作室
光逸幸 / Kouitu Sin Ch.,UCxsnprsgzFSj5lPguLei9_w,https://www.youtube.com/@kouitusinch,2022-03-22,100,420405,27500,NKshoujo
Rumii Ch. 如月ルミィ【HKVTuber】,UCJcKh9mwJH4zhHsU4NDs54g,https://www.youtube.com/@rumiich.hkvtuber,2020-11-23,356,1664826,27100,幻花茶屋
柴崎楓音 / Shibasaki Fuune【箱箱The Box所屬】,UCqGLWrvVOqtrpxFdoTY5tYg,https://www.youtube.com/@shibasakifuunethebox9424,2022-08-20,86,1447581,54200,箱箱The Box
Shirakami HKM ch. 白神羽狛,UCzGLqoQy13K6bqrxxQmf5cw,https://www.youtube.com/@shirakamihkmch.6811,2022-01-02,112,1411,91,
虛空Voider Ch.【HKVTuber】,UCgAal2bAAJT3ngS8G2GtaHg,https://www.youtube.com/@voiderch.hkvtuber2787,2015-11-14,64,10281,544,
Pinolo Ch.紺野ピノろ,UC39JPcTGHTu9_lf66FCH8Mw,https://www.youtube.com/@pinoloch,2009-04-07,139,80828,1570,
音織絹花 Kinuka Ch.,UCD0TLb7dsqEYGqgcLELm3Kw,https://www.youtube.com/@kinuka,2021-05-12,48,10958,454,Wings Live
魚骨 【香港HKVtuber】,UC1-cqkAk4BLONF776y77hMg,https://www.youtube.com/@hkvtuber5324,2020-10-08,64,212099,634,
宇佐美みずき / USAMI MIZUKI,UCm0FPQSvA5L7ufeOjxnR54A,https://www.youtube.com/@usamimizuki1107,2021-03-23,28,94748,7630,
肉粒Yoluv,UCZt_1bWYfgL9TcaRYFRGgzQ,https://www.youtube.com/@yoluv9234,2020-11-11,47,1288,136,
Eruru ch. 修女.愛露露【HK Vtuber】,UCz5qDQ8F6ISgJYbqpN1zu1Q,https://www.youtube.com/@sister_eruru,2021-04-07,42,15952,743,
羽空桃 MOMO Ch.,UC141_xduu6LtROUL2xC5hHQ,https://www.youtube.com/@momoch.8735,2014-03-14,136,24041,1300,Wings Live
千層兔餅Binbin,UCuugCGArOPAKHAcKdunsXwA,https://www.youtube.com/@binbin0707,2022-02-17,24,17570,1010,
柚晞Yuzuki,UCeV5zd8YfG3xejnG-OrJljQ,https://www.youtube.com/@ttyuuki,2014-03-13,44,2545,210,
呦呦 YUNYUN Ch.,UCOdO7TWkP9Ni9vrxkl1Radg,https://www.youtube.com/@yunyun_twvt,2021-07-08,226,37626,1240,
莓谷かか,UCMK4N7S7wfqoOAhtE1H4Rsw,https://www.youtube.com/@strawberry0908,2015-05-25,2,1944,211,
真音Mane,UCVSROaMLGOblAlHO0pEN05g,https://www.youtube.com/@mane8604,2020-12-27,22,18666,1260,
萬夜尋Tazune[還不會動],UC2QPGOv1S8D8KmYgWxI45BA,https://www.youtube.com/@tazune7707,2020-11-21,8,22924,2210,
依筆 Ebi ch.,UCbi8guSAh6hGpX4DU-2rpAQ,https://www.youtube.com/@54ebiyaya,2021-01-23,102,37959,2000,
橙米 ChengMi Ch.,UCFru34yx23V-uujfAiv-7Ww,https://www.youtube.com/@chengmi.,2019-07-07,369,683178,19200,異界冒險團
金時芋子 Kintoki Imoko,UC9yCi3ncaTd8zx9qqvF1vDQ,https://www.youtube.com/@kintokiimoko,2022-02-10,29,1934,140,
☆星鈴☆ 【Hosi Suzu】《HKVtuber》,UCRiWgejWYcGspH_NXo3Ahlw,https://www.youtube.com/@-hosisuzu-hkvtuber,2021-07-10,10,2068,174,
亞夙ヤス,UCMLy8AHoMd5v8HS3xlU0Y6w,https://www.youtube.com/@yasu_dayo,2014-04-11,20,385,151,Kiseki Plain
黑木悠彩,UC2oSg42GsQ7sdeNSUH2hpZg,https://www.youtube.com/@user-rs1pu2hh2x,2020-06-04,112,16933,1220,KAHO-FAMI
虛擬鮪魚 Virtual Tuna Ch.,UCu8Q3UbGlmIOH82PAgPV9Yw,https://www.youtube.com/@virtualtunach.2273,2021-06-13,175,21596,691,
Eji Nia 衛士ニア[香港VTuber],UCQFnF4tM0tZdg-pAIT8xQ9g,https://www.youtube.com/@ejiniavtuber736,2020-12-04,81,6834,233,
Elta △,UC1cDif43hS1GCgyoUr6LBXQ,https://www.youtube.com/@elta_tri,2021-06-08,42,22813,1020,
伊糯姆165 Enomu ch.,UC72QDntJADIJpkbwX0iE7GQ,https://www.youtube.com/@enomu165,2021-08-17,218,41149,1250,第二鈕扣風味社
空霓Konnnie控焢爌,UCHoQrLhrdyWu-fb16gM9QQg,https://www.youtube.com/@konnnie3,2022-05-29,71,8422,319,
Nolly Nokovis Ch.,UC8GYNDR1dDw3sL7aZJminOA,https://www.youtube.com/@nollynokovis,2021-08-25,199,49234,1440,
墨芮娜 Morena【UA所屬】,UCBCq1PMyTbGaQNfeVdhwsxw,https://www.youtube.com/@morena216,2022-08-30,60,15775,727,LUVMELIVE
佐鳥 華 satori ch. ,UC6ObDqOrz9kBE0fV4X3Byvw,https://www.youtube.com/@satorich.8864,2021-10-20,120,6047,237,
謙謙子,UCIZAoDI6cvOuGiiBDE8W30w,https://www.youtube.com/@kennkennko,2011-12-22,185,39749,1090,
小夜子,UCaEt9UJ2A65N8d-20Dv-esQ,https://www.youtube.com/@user-dg3tn2jt6d,2014-05-19,19,747,80,
Cockatiel BaBu ch. 玄鳳叭噗,UCVj75pTmWZ6VJJA4R0dO5Dg,https://www.youtube.com/@cockatielbabuch.6666,2021-07-08,35,1048,66,
貓屋敷塔比 Nekoyashiki Tapi,UCGi8Bb_IZCct7-9bavxV7sA,https://www.youtube.com/@nekoyashikitapi5220,2021-11-22,42,90438,3200,
Petara Ch. 魔目佩塔拉,UCqDj_xDcID1Z6hTcr7FxpTg,https://www.youtube.com/@petarach.2836,2021-05-10,8,2694,2520,
菲諾_フェルノ,UC1_4-bd0eA3cOUiFI-Les6Q,https://www.youtube.com/@user-qr1db7qe2o,2018-05-24,11,3965,333,
Giyuu Ch. 名津義勇【HKvtuber】,UCHliItlbzEhLQBt-RwQZ1jA,https://www.youtube.com/@giyuuch.hkvtuber7627,2014-03-15,7,663,38,
Kanon Ch. 椛音かのん,UCkNvUgHQ3SMj2mDfvKFZv7g,https://www.youtube.com/@kanonch.9925,2022-03-13,9,8424,366,
Mollis Ch. 森守モリス,UCI9bWjJz8q5i98jvuurDGvA,https://www.youtube.com/@morisumollis,2020-09-17,55,25297,963,貓咪學園
女巫西亞Cya Channel,UC6uZRWNuCa6XB4oRHApdtZw,https://www.youtube.com/@cyachannel5581,2022-05-28,28,19657,1330,
星月櫻奈sakura nana ch.,UCXwLXscahTH--MeAinuKUOQ,https://www.youtube.com/@sakurananach.,2021-05-03,496,142083,2120,
白鱗 ほし Hoshi Ch. 【HKVtuber】,UC7FAbvLb1_Sw1fEnGdvJAOA,https://www.youtube.com/@hakurinhoshi,2021-06-28,107,18828,531,
Yako Ch.芽口,UCWb_jY7PdA0KyZ8tueI9iWA,https://www.youtube.com/@yakochvtuber,2021-06-16,12,1556,182,
奈咪Nami Ch.,UCr-ie9L4MdKWtmqrFAnGAgw,https://www.youtube.com/@namicha,2012-12-06,104,9056,720,
